id,titre,prix,surface_m2,nb_chambres,nb_salons,nb_sdb,quartier,description,caracteristiques,source,date_publication,has_sdb_info,latitude,longitude,dist_centre_km,dist_aeroport_km,dist_plage_km,nb_ecoles_1km,nb_mosquees_1km,nb_commerces_1km,nb_hopitaux_1km,nb_total_pois_1km,has_garage,has_titre_foncier,has_camera,nb_balcons,taille_rue,desc_len,desc_word_count,has_piscine,has_clim,has_meuble,is_luxe,is_renove,has_arabic,nb_pieces_total,surface_par_piece,log_surface,age_annonce_jours,quartier_target_enc,quartier_freq
1160,عند جسر مدريد,1250000.0,150.0,3.0,2.0,2.0,Arafat,"دار بدخله ومبيوع  واتساب 26678975
للاتصال 36147216",1 balcon(s) | Taille rue: 8.00 | Proche de: كرفور مدريد,voursa.com,2025-03-30,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,0,0,0,1,8.0,50,7,0,0,0,0,0,1,5.0,30.0,5.017279836814924,337,1676270.4918032787,0.21162185602775369
630,دوبلكس  طراز اول حذي اتاك الخير 1,1500000.0,400.0,6.0,4.0,2.0,Tevragh Zeina,"دوبلكس طراز. اول عصري وراقي حذي اتاك الخير 1
فاتح علي شارع كبير 
المساحة:400م
للمزيد من التفاصيل والمعاينه دوبلكس 
التواصل:38713233
الواتساب: 38713233",3 balcon(s) | Taille rue: 25.00 | Proche de: دوبلكس قرب اتاك الخير 1,voursa.com,2025-05-19,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,0,0,0,3,25.0,150,22,0,0,0,0,0,1,10.0,40.0,5.993961427306569,287,8209772.117962467,0.32350390286209885
519,جبلكس للبيع في  تفرغ زينه شرم الشيخ قرب البوادي,5500000.0,250.0,8.0,3.0,5.0,Tevragh Zeina,هاذي السمع زينه واجديد مافاة اند اخلة فيه فرصة اليوم,Caméra de sécurité | Meublé | Garage,voursa.com,2026-01-24,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,1,0,1,0,15.0,52,10,0,0,1,0,0,1,11.0,22.727272727272727,5.5254529391317835,37,8209772.117962467,0.32350390286209885
37,منزل,1300000.0,180.0,6.0,1.0,3.0,Arafat,منزل في كارفور الدخل 200الف يباع ب13مليون,,voursa.com,2026-02-25,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,0,0,0,0,15.0,41,7,0,0,0,0,0,1,7.0,25.714285714285715,5.198497031265826,5,1676270.4918032787,0.21162185602775369
733,سمعه  االقوك وتحت ف تن سويلم بالقرب من البوصط للبيع,1300000.0,150.0,1.0,1.0,1.0,Dar Naim,السلام عليكم هذ سمعه ف تن سويلم بأقرب من البوصطه مساحتها 150م# الفوك مستقل عن التحت مدخلي 120الف شهريا مبيوع ب 13مليون للإستفسار اكثر اتصلوا على الرقم التالي [TÉLÉPHONE SUPPRIMÉ],,voursa.com,2026-01-03,1,18.126633,-15.91746,7.536443818595148,4.449010179798461,13.255497687638705,2,8,2,1,13,0,0,0,0,15.0,178,30,0,0,0,0,0,1,2.0,75.0,5.017279836814924,58,2489878.048780488,0.07111882046834345
1058,منزل جديدة للبيــــــــــــــــــــــع فلفلوجة,22000000.0,180.0,3.0,1.0,2.0,Arafat,"السلام عليكم 
دار جديدة مافات اندخلت
  الفلوجة سوق الياقوت
 فاتح على شارع كبير فكرن كريب من كدروه
 المساحه 180م٢
 فيه صالوه ثلاث بيوت جلسه فراند  كراج كوزين  دوشات 
السعر 22 مليون",Garage,voursa.com,2025-12-02,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,1,0,0,0,15.0,179,31,0,0,0,0,0,1,4.0,45.0,5.198497031265826,90,1676270.4918032787,0.21162185602775369
405,4 برتمهات  للبيع,5000000.0,180.0,6.0,4.0,2.0,Teyarett,4 ابرتمهات للبيـــــــــــــــــــــع في سوكوجيم عين الطلح مساحة 180م٢  فاتح على شارع كبير مدخلين 400 ألف مبيوع ب 50 مليون قابلة للتفاوض حد مهتم يتواصل معاي واتساب ,1 balcon(s) | Taille rue: 18.00 | Proche de: عين طلح ,voursa.com,2025-06-24,1,18.159145,-15.927189,9.518373545590451,7.058795108333672,14.923344328459411,5,8,12,2,27,0,0,0,1,18.0,164,27,0,0,0,0,0,1,10.0,18.0,5.198497031265826,251,3330407.407407407,0.2341717259323504
262,فرصة 300 متر ف اف نور قرب دار زين العابدين,3400000.0,300.0,0.0,0.0,0.0,Tevragh Zeina,فرصة 300 متر مربع قرب دار زين العابدين بين البنيان,,voursa.com,2026-02-10,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,0,0,0,0,15.0,50,10,0,0,0,0,0,1,0.0,300.0,5.707110264748875,20,8209772.117962467,0.32350390286209885
612,دار فملح من كد الفلوجة,1300000.0,180.0,3.0,1.0,2.0,Arafat,دار حقيقية فملح سكتير 2 احذ الحماية المدنية,Titre foncier | type de propriété: Villa | 1 balcon(s) | Taille rue: 20.00 | Proche de: الفلوجة | Garage,voursa.com,2025-12-18,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,1,1,0,1,20.0,43,8,0,0,0,0,0,1,4.0,45.0,5.198497031265826,74,1676270.4918032787,0.21162185602775369
1376,ديبلكس طراز أول فسكتير 5 صحراوي مساحة 375م٢,9500000.0,375.0,6.0,5.0,2.0,Tevragh Zeina,ديبلكس طراز أول فسكتير 5 صحراوي مساحة 375م٢ مبيوع ب 95 مليون,Titre foncier | 1 balcon(s) | Taille rue: 20.00 | Proche de: سكتير 5 | Garage,voursa.com,2025-08-31,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,1,1,0,1,20.0,60,12,0,0,0,0,0,1,11.0,34.09090909090909,5.929589143389895,183,8209772.117962467,0.32350390286209885
155,ابرتماهين للبيـــــــــــــــــــــع عرفات الداية 17,800000.0,120.0,4.0,1.0,2.0,Arafat,"السلام عليكم 
فرصة اليوم 
ابرتماهين ارضينه
فاتحين على شارع 6
كلهم فيه بيتين فرندا دوش كوزين 
للبيـــــــــــــــــــــع عرفات الداية 17 كد مدرسة ذوالنورين 
الداخل الشهري 65الف
السعر 8 مليون 
",Titre foncier | 1 balcon(s) | Taille rue: 6.00 | Proche de: قرب مدرسة ذوالنورين ,voursa.com,2025-05-17,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,0,1,0,1,6.0,191,29,0,0,0,0,0,1,5.0,24.0,4.795790545596741,289,1676270.4918032787,0.21162185602775369
608,في سكتير 4 أفه نوره,7500000.0,200.0,6.0,1.0,3.0,Tevragh Zeina,ديبلكس نظيف مبني بناء حديث وراقيه وديكور رائعه جذاب  ولم يسكنها احد بعد,Garage,voursa.com,2026-01-16,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,1,0,0,0,15.0,71,13,0,0,0,0,0,1,7.0,28.571428571428573,5.303304908059076,45,8209772.117962467,0.32350390286209885
82,منزل للبيع ,13500000.0,600.0,12.0,3.0,2.0,Tevragh Zeina,سمعة مساحتها 600 فاتح أعل كرن قرب مسجد ولد الددو,Titre foncier | 4 balcon(s) | Taille rue: 1.00 | Proche de: مسجد ولد الددو | Garage | Caméra de sécurité,voursa.com,2025-08-11,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,1,1,1,4,1.0,48,10,0,0,0,0,0,1,15.0,40.0,6.398594934535208,203,8209772.117962467,0.32350390286209885
1385,4نمروات معاهم دار فالمشروع ,3000000.0,216.0,4.0,1.0,2.0,Teyarett,"تلفنلل اعل واتساب 26678975 دخله 300زايد
سعر 30مليون مساحه 216*4",1 balcon(s) | Taille rue: 25.00 | Proche de: فور ول سبرو,voursa.com,2025-06-27,1,18.159145,-15.927189,9.518373545590451,7.058795108333672,14.923344328459411,5,8,12,2,27,0,0,0,1,25.0,63,10,0,0,0,0,0,1,5.0,43.2,5.37989735354046,248,3330407.407407407,0.2341717259323504
1043,ديبلكس فظهر اللؤلؤ,2800000.0,120.0,7.0,2.0,2.0,Teyarett,سعر 28 مليون حد ايدور عقار ول خدمه تلفنل 26678975.36147216,Titre foncier | 1 balcon(s) | Taille rue: 15.00 | Proche de: مجمع اللؤلؤ ,voursa.com,2025-10-31,1,18.159145,-15.927189,9.518373545590451,7.058795108333672,14.923344328459411,5,8,12,2,27,0,1,0,1,15.0,58,10,0,0,0,0,0,1,9.0,13.333333333333334,4.795790545596741,122,3330407.407407407,0.2341717259323504
486,سمعه اجديد فتوجنين,1100000.0,120.0,7.0,2.0,2.0,Toujounine,سعر 11 مليون حد شاري تلفنل 26678975.36147216,Titre foncier | 1 balcon(s) | Taille rue: 18.00 | Proche de: توجنين,voursa.com,2025-09-20,1,18.072432,-15.9099,7.059419471119127,4.940767978356011,11.749163714068937,6,5,5,6,22,0,1,0,1,18.0,44,7,0,0,0,0,0,1,9.0,13.333333333333334,4.795790545596741,163,1571086.956521739,0.0997398091934085
792,دار أرضيه.,6500000.0,300.0,4.0,1.0,3.0,Tevragh Zeina,فيلا أرضيه. جديد المنطقة سكتير 5 تفرق زينه. مساحته 300 م.,Garage,voursa.com,2025-12-27,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,1,0,0,0,15.0,57,11,0,0,0,0,0,1,5.0,60.0,5.707110264748875,65,8209772.117962467,0.32350390286209885
739,كرفور ادرار شارع 10,350000.0,180.0,4.0,2.0,2.0,Toujounine,اتصل واتساب 26678975 السعر 350000,1 balcon(s) | Taille rue: 10.00 | Proche de: كرفور ادرار ,voursa.com,2025-05-29,1,18.072432,-15.9099,7.059419471119127,4.940767978356011,11.749163714068937,6,5,5,6,22,0,0,0,1,10.0,33,5,0,0,0,0,0,1,6.0,30.0,5.198497031265826,277,1571086.956521739,0.0997398091934085
1261,دار زينة فلكصر بين بقالة الصين وطب صنادرة,1600000.0,216.0,4.0,2.0,2.0,Ksar,"شارع ماه سقير وكريب من كدروه 
ملاحظة للراغبين في شراء أو بيع دار او نيمرو ماعليكم سوى التواصل معنا والله المستعان",1 balcon(s) | Taille rue: N/A | Proche de: بقالة الصين,voursa.com,2025-10-05,1,18.104903,-15.964434,2.3214708466787566,1.9082272947065255,7.854840504314902,8,3,61,15,87,0,0,0,1,15.0,113,21,0,0,0,0,0,1,6.0,36.0,5.37989735354046,148,3610869.565217391,0.0398959236773634
998,دار فعين الطلح احذ 28نوفمبر,4000000.0,180.0,5.0,1.0,3.0,Teyarett,دار اعل كدروه احذ 28 نوفمبر,Garage,voursa.com,2025-12-08,1,18.159145,-15.927189,9.518373545590451,7.058795108333672,14.923344328459411,5,8,12,2,27,1,0,0,0,15.0,27,6,0,0,0,0,0,1,6.0,30.0,5.198497031265826,84,3330407.407407407,0.2341717259323504
1402,اجديده احذ كدروه شباب,3500000.0,216.0,5.0,2.0,2.0,Teyarett,"السعر 35مليون قابل للنقاش واتساب 26678975
للاتصال 36147216 مساحه 216",1 balcon(s) | Taille rue: 30.00 | Proche de: كدروه شباب,voursa.com,2025-06-03,1,18.159145,-15.927189,9.518373545590451,7.058795108333672,14.923344328459411,5,8,12,2,27,0,0,0,1,30.0,68,10,0,0,0,0,0,1,7.0,30.857142857142858,5.37989735354046,272,3330407.407407407,0.2341717259323504
417,دار نظيفة كرفور امحيرث ,900000.0,150.0,3.0,2.0,2.0,Toujounine,دار حقيقية فكرفور امحيرث الفوك فيه بيت و دوش و امبار,Titre foncier | 1 balcon(s) | Taille rue: 10.00 | Proche de: كرفور امحيرث  | Garage,voursa.com,2025-09-23,1,18.072432,-15.9099,7.059419471119127,4.940767978356011,11.749163714068937,6,5,5,6,22,1,1,0,1,10.0,52,11,0,0,0,0,0,1,5.0,30.0,5.017279836814924,160,1571086.956521739,0.0997398091934085
